osm_id,latitude,longitude,name,type
1001225566,46.066404,11.123421,Palazzo Roccabruna - Enoteca provinciale del Trentino,museo
70439850,46.001799,11.085583,Laghetto ***,hotel
172012373,46.033933,11.004701,Floriani ***,hotel
1271817895,46.054177,11.135225,Residenza Gocciadoro,appartamentovacanze
23058904,46.070127,11.119711,DUO,ristorante
1640507707,46.078527,11.122867,CASSA RURALE DI TRENTO  Filiale 02 di Trento città,banca
10959297453,46.112204,11.046929,Le Vallene ****,agriturismo
71712116,45.97613,10.97928,Campo Fiorito **,agriturismo
557197352,46.066836,11.120642,Mercato settimanale,mercato
702158101,46.019617,10.984493,Dosila ****,agriturismo
1073656740,46.067904,11.125848,Residenza Galileo,appartamentovacanze
1276868946,46.088598,11.121165,CASSA RURALE DI TRENTO  Filiale 18 di Trento città,banca
10905526284,46.046988,10.952119,Ideal ***,hotel
1371175970,46.050822,11.072705,Studio 1,discoteca
213521363,46.062526,11.113808,MUSE - Museo delle Scienze,museo
72832367,46.06745,11.12088,TEX-MEX RESTAURANT CUEVA MAYA,ristorante
74502618,46.069691,11.121088,La Cantinota,discoteca
441401000,46.043697,11.136582,Collina appartamenti,appartamentovacanze
51547879,46.078486,11.000055,Al Borgo,bedbreakfast
5595169611,46.068332,11.127067,Residenza PortAquila,appartamentovacanze
70439885,46.001956,11.085328,Miramonti ***,hotel
269193730,46.064877,11.123262,CASSA RURALE DI TRENTO  Filiale 13 di Trento città,banca
224636692,46.091734,11.105054,CASSA RURALE DI TRENTO  Filiale 08 di Trento città,banca
2607250269,46.056672,11.120206,CASSA RURALE DI TRENTO  Filiale 03 di Trento città,banca
2591984550,46.070648,11.111976,Residenza Piedicastello,appartamentovacanze
431622345,46.075654,11.118237,Poste Italiane,posta
939851135,46.067167,11.12356,Mercato dei Prodotti Alimentari,mercato
83834618,46.080033,10.991864,La Fattoria ***,agriturismo
6342878357,46.103108,11.110538,Residenza Al Parco,appartamentovacanze
70439850,46.001008,11.086031,Biblioteca Comunale di Garniga Terme,biblioteca
93670030,46.027558,11.045175,Dolomiti Chalet Family hotel ***,hotel
2467486946,46.065072,11.113966,SAPORI MEDITERRANEI,ristorante
24785843,46.067474,11.121946,Torre Civica,museo
691266886,46.080888,11.043555,Terme San Leonardo ***,hotel
93732959,46.051062,11.072427,Orizzonte ***,residence
112579061,46.122042,11.09206,Residenza Antonella,appartamentovacanze
2455219,46.037776,11.056135,Cielo Aperto ***,residence
1241749176,46.041486,11.004835,Piccolo Principe ****,hotel
22327486,46.009913,11.138838,Villa Bertagnolli,bedbreakfast
37287626,46.053007,11.124232,CASSA RURALE DI TRENTO  Filiale 06 di Trento città,banca
8808531439,46.068504,11.119183,Chiesa di Santa Maria Maggiore,monumento
1773068085,46.085279,11.118651,Bonvecchio Associati & C. S.A.S.,wifi
81846322,46.074083,11.146586,Relais Villa Madruzzo ****,hotel
28425557,45.995601,11.126269,Karinhall,appartamentovacanze
121967941,46.068303,11.056526,Relais Vecchio Maso ****,hotel
12004034885,46.01735,11.10604,Casa Brunelli,bedbreakfast
528449200,46.113237,11.11326,Maso Villa Warth ***,agriturismo
820638089,46.018126,10.947414,Pietra Rara ****,affittocamere
24785843,46.067474,11.121946,Museo Diocesano Tridentino,museo
288917447,46.066316,11.154153,Comunale Povo,farmacia
657200061,46.081945,11.102854,Vela ***,hotel
51547879,46.078544,11.000133,Biblioteca Comunale di Vezzano,biblioteca
1369533421,46.06957,11.119456,Centro,bedbreakfast
430690363,46.069454,11.123448,S.A.S.S. - Spazio Archeologico Sotterraneo del Sass,museo
176702875,46.142265,11.103669,Sartoris ****,hotel
234007068,46.030487,10.958814,Doss dei Pini,bedbreakfast
744399496,46.045056,11.121478,Le Giare **,agriturismo
975288350,46.068418,11.12128,Galleria Civica,museo
11641332804,46.069981,11.123334,Museo della S.A.T. ,museo
1110127,46.067225,11.120036,A LE DUE SPADE,ristorante
93732959,46.051062,11.072427,Zodiaco ***,hotel
558628462,46.071743,11.12277,Poste Italiane,posta
69023599,46.061551,10.990252,Bressan *,hotel
867377128,46.073662,11.120245,Stazione dei Treni - Trento - Malé,stazionetreni
908484133,46.045153,11.128083,Radio Taxi Trento,taxi
10961330218,46.110753,11.047959,Laghi di Lamar **,camping
1521825040,46.067339,11.120865,Dall'armi,farmacia
1216503632,46.035116,11.126162,Al Marinaio ***,hotel
71520524,46.067767,11.112756,Poste Italiane,posta
181128648,46.013535,11.084722,BergwanderHaus,affittocamere
249701997,46.069664,11.121003,Biblioteca Comunale di Trento  Sede centrale,biblioteca
668463348,46.072428,11.139525,Comunale San Donà,farmacia
91501551,46.0731,11.126414,Albermonaco ***?,hotel
83863455,46.024443,10.959801,AI Masi ****,agriturismo
1203876948,46.097345,11.04517,CASSA RURALE DELLA VALLE DEI LAGHI  Filiale di Terlago,banca
9972443141,46.10594,11.108679,Capitol,residence
1115140733,46.058436,10.9809,IL GIARDINO DELLE SPEZIE,ristorante
24441737,46.057323,11.113609,Monte Baldo,parcheggio
1062772098,46.065583,11.122052,ORSO GRIGIO,ristorante
37017178,46.062494,11.124451,Teatro Cuminetti,teatro
316389198,46.290531,11.465401,viale Dolomiti - Cavalese,parcheggio
33889542,46.309922,11.446894,campo sportivo - Daiano,parcheggio
364822145,46.071124,11.124129,America ***,hotel
167096836,46.312575,11.686351,"seggiovia Castelir, Le Fassane 1 - Bellamonte",parcheggio
1765153178,46.063744,11.123622,S. Chiara,farmacia
12195225552,46.039756,11.058479,NEVADA,ristorante
108785423,46.274078,11.416885,via Weber- Molina,parcheggio
24915127,46.07658,11.111152,Area ex Zuffo,parcheggio
3318400861,46.053261,11.131301,Poste Italiane,posta
25163770,46.285676,11.46529,via Cermis - Cavalese,parcheggio
70439850,46.000874,11.086009,"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",souvenir
557197357,46.067906,11.12293,Santoni,farmacia
27662016,46.30818,11.598246,via Barbieri - Predazzo,parcheggio
396222469,46.305379,11.458331,via Alpini (2) - Varena,parcheggio
24310654,46.301221,11.452248,via al Cervo - Daiano,parcheggio
27368455,46.273262,11.416435,piazzza Italia - Molina,parcheggio
1886935426,46.02325,11.038169,RIFUGIO VIOTE,ristorante
230751467,46.34086,11.538218,"seggiovie Agnello, Latemar - Pampeago",parcheggio
44057981,46.272536,11.417111,via Segherie (1) - Molina,parcheggio
1411606874,46.279996,11.434202,via Roma - Castello,parcheggio
975242535,46.288507,11.461356,parco della Pieve - Cavalese,parcheggio
1223305705,46.046029,11.120556,Ghiaie (via Fersina),parcheggio
10883130743,46.07595,10.996899,CASSA RURALE DELLA VALLE DEI LAGHI  Filiale di Vezzano,banca
60231195,46.058905,10.97911,Miralaghi **,hotel
27168509,46.094022,11.131381,Maso Bergamini ***,agriturismo
400435242,46.312938,11.59993,corso De Gasperi - Predazzo,parcheggio
1371175970,46.050818,11.072727,Maestri di Sci Azzurra Monte Bondone,scuolasci
1006681482,46.287856,11.462801,piazza Autostazione - Cavalese,parcheggio
24392582,46.067882,11.152011,Ponte Alto*****,agriturismo
75601412,46.075241,11.122385,Centro Europa,parcheggio
98184588,46.29628,11.785378,Cimon - Passo Rolle,parcheggio
10889024341,46.073736,10.997529,Teatro Valle dei Laghi,teatro
775556640,46.069568,11.115417,Funivia Trento - Sardagna,funivia
461609182,46.292748,11.443278,via Giovanelli (2) - Carano,parcheggio
37236979,46.108217,11.112501,Dott. Poli Sandro,farmacia
10978403601,46.097411,11.058246,Monte Bondone ***,hotel
462187995,46.29197,11.440414,via Giovanelli (1) - Carano scuole elementari,parcheggio
23913965,46.046895,11.127781,Comunale Clarina,farmacia
167096838,46.311308,11.616935,via Venezia - Predazzo,parcheggio
1537286578,46.065422,11.123858,UVA E MENTA,ristorante
201114705,46.352304,11.486312,malga Varena - Passo Lavazè,parcheggio
58734644,46.288181,11.513048,piazza Chiesa - Tesero,parcheggio
23691829,46.072009,11.119719,Stazione dei Treni,stazionetreni
95209158,46.283125,11.524775,via Tresselume - Lago,parcheggio
58779178,46.290443,11.456482,piazza Pasquai - Cavalese,parcheggio
1777803861,46.046327,11.065047,MALGA CANDRIAI,ristorante
71520356,46.071179,11.118935,Badia di San Lorenzo,monumento
9873982870,46.312805,11.665258,via Azzole - Bellamonte,parcheggio
326115938,46.35691,11.495324,malga Daiano - Passo Lavazè,parcheggio
7463504165,46.281145,11.432893,via Cesure - Castello,parcheggio
33925178,46.29724,11.504755,via Cerino - Tesero,parcheggio
1485156186,46.090138,11.116189,Top Center,centrocommerciale
462913346,46.289701,11.466345,via Rossini - Cavalese,parcheggio
25006492,46.010897,11.10958,Prà Sec ****,agriturismo
2167408644,46.071114,11.124084,America 2,appartamentovacanze
64167420,46.285475,11.552476,ss48 - Panchià,parcheggio
699709081,46.286031,11.567239,via Verdi (2) - Ziano,parcheggio
173955985,46.04488,11.129751,Big Center,centrocommerciale
25163570,46.285935,11.455949,via Pillocco - Cavalese,parcheggio
118395003,46.011903,11.139181,Locanda del Bel Sorriso,affittocamere
113612232,46.299701,11.504313,campo sportivo - Tesero,parcheggio
24310655,46.304452,11.456722,via Alpini (1) - Varena,parcheggio
2263411770,46.038445,11.058484,Noleggio Sci F.lli Degasperi S.A.S.,noleggiosci
60231194,46.058938,10.978665,Due Laghi *,hotel
73512425,46.292638,11.45705,via IX Novembre - Cavalese,parcheggio
272892223,46.003263,11.086387,Dallago Luciano,agriturismo
600596202,46.310908,11.598804,ITC - Predazzo,parcheggio
12195223546,46.040137,11.05859,CHALET LO SCIATORE,ristorante
64167407,46.28509,11.549247,campo sportivo - Panchià,parcheggio
23691829,46.072009,11.119719,Autostazione Servizio Urbano,autostazione
24066133,46.282094,11.432882,via Borno - Castello,parcheggio
24860487,46.07268,11.124016,Autosilo,parcheggio
5791425953,46.291577,11.438644,piazza Mich - Carano,parcheggio
1886935426,46.023118,11.03803,Viote,rifugio
892578824,46.066061,11.123937,Mercatino dei Gaudenti,mercato
93739003,46.066711,11.082013,Malga Candriai ***,agriturismo
1076808529,46.29999,11.44992,parco giochi - Daiano,parcheggio
490993189,46.289286,11.539087,via Costa - Panchià,parcheggio
81987869,46.086477,11.125288,Maso Wallenburg **,agriturismo
25626078,46.290502,11.514164,via Arestiezza - Tesero,parcheggio
2197651999,46.065497,11.131966,Comunale San Camillo,farmacia
8356539677,46.312516,11.602623,piazza SS. Filippo e Giacomo - Predazzo,parcheggio
23875931,46.277578,11.414021,via Cristel - Molina,parcheggio
265593284,46.057959,11.132696,Bolghera,farmacia
3103267181,46.066693,11.132449,Borgo Rossi Via delle Cave,appartamentovacanze
24874751,46.290509,11.431305,via Val di Fiemme - Carano,parcheggio
36997746,46.057136,11.060485,MALGA BRIGOLINA,ristorante
8807474051,46.292659,11.436766,via Val dell'Osta - Carano,parcheggio
10980260965,46.098071,11.058179,Lillà ***?,hotel
116358087,46.04908,11.145865,Locanda La Canonica,affittocamere
303825098,46.31173,11.600188,via Cavour - Predazzo,parcheggio
23308059,46.290724,11.44065,via Coltura - Carano,parcheggio
1331468357,46.068348,11.115422,Ex Sit,parcheggio
1411606954,46.280908,11.434792,piazza Municipio - Castello,parcheggio
463258241,46.284489,11.453664,campo sportivo - Cavalese,parcheggio
38036655,46.065228,11.12327,Mercatini di Natale,mercato
66096178,46.292489,11.436165,via Libertà - Carano,parcheggio
66087709,46.038109,11.055346,Chalet Caminetto ***,hotel
70259263,46.300643,11.447924,piazza Degasperi - Daiano,parcheggio
75614546,46.078808,11.11828,Athletics,camposportivo
2665778994,46.202564,11.122026,Cantine Rotari / Nosio S.P.A.,prodottitipici
94132080,46.310982,11.661793,via Cece - Bellamonte,parcheggio
7688743698,46.062035,11.151316,Ester,affittocamere
26628743,46.298782,11.446336,via Coltura - Daiano,parcheggio
1371175970,46.050818,11.072727,Sport Nicolussi,noleggiosci
58734646,46.286928,11.509797,via Sottopedonda (2) - Tesero,parcheggio
93703612,46.039487,11.057727,Vason **,hotel
120024525,46.040801,11.058415,Montana ***?,hotel
316710197,46.282502,11.440049,campo sportivo - Castello,parcheggio
1243589096,46.281886,11.435296,via Latemar - Castello,parcheggio
1037290842,46.069657,11.122552,Teatro Sociale,teatro
1154713762,46.289101,11.454984,ospedale - Cavalese,parcheggio
97117414,46.072806,11.128571,Villa Gemma,bedbreakfast
17324118,46.294475,11.506589,via Stava - Tesero,parcheggio
107041381,46.354792,11.491451,passo - Passo Lavazè,parcheggio
46930637,46.010665,11.112742,Locanda de lArguta ***,agriturismo
1583728920,46.283896,11.486258,area festa campestre - Masi di Cavalese,parcheggio
759453868,46.071503,11.113518,Le Gallerie,museo
113612115,46.292259,11.508317,via S. Leonardo - Tesero,parcheggio
6726125803,46.077407,10.998532,Vezzano **,hotel
86060260,46.067842,11.121495,Aquila d'Oro ****,hotel
2304109638,46.09804,11.112821,Alex,appartamentovacanze
3123802726,46.058384,11.121622,Comunale via Veneto,farmacia
93670052,46.048775,11.066649,Norge wellness resort ****,hotel
1187816475,46.037492,11.002635,Lagolo,appartamentovacanze
32431184,45.977536,11.091264,CASSA RURALE DI ALDENO E CADINE BCC S.C.,banca
9062870258,46.073128,11.059396,Poste Italiane,posta
326389275,46.354615,11.493069,centro fondo - Passo Lavazè,parcheggio
657200061,46.081759,11.102821,Vela,affittocamere
261664559,46.283177,11.557916,campo sportivo - Ziano,parcheggio
81846322,46.073858,11.146996,Argentario,camposportivo
369265169,46.286254,11.541222,piazza Chiesa - Panchià,parcheggio
2953568,46.043122,11.112756,Distilleria Segnana - F.lli Lunelli,prodottitipici
24310652,46.308336,11.465873,campo sportivo - Varena,parcheggio
1633046577,46.069877,11.122894,Alla Madonna,farmacia
255422796,46.283399,11.484874,via Chiesa - Masi di cavalese,parcheggio
11465339065,46.290524,11.463331,via Bronzetti garage - Cavalese,parcheggio
30824913,46.312938,11.688067,"seggiovia Castelir, Le Fassane 3 - Bellamonte",parcheggio
37017178,46.062525,11.125071,White Rose,bedbreakfast
368945850,46.286543,11.54237,via Segato - Panchià,parcheggio
303839445,46.289049,11.510709,piazza C. Battisti - Tesero,parcheggio
721087516,46.075419,10.996386,"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",souvenir
255539182,46.283859,11.48098,campo sportivo - Masi di Cavalese,parcheggio
731945922,46.042214,11.113421,Cavit - Cantina ed Enoteca,prodottitipici
3682643029,46.111387,11.092597,Best Western ****,hotel
7706877746,46.004249,11.130939,La Decima ***,agriturismo
462913337,46.291532,11.462526,via Pizzegoda garage - Cavalese,parcheggio
73512421,46.289479,11.464679,Auditorium Palacongressi - Cavalese,parcheggio
1218732155,46.065312,11.083842,Candriai Alla Posta ***,residence
29722270,46.302874,11.452258,via Pasqualine - Daiano,parcheggio
2534165026,46.038818,11.131414,Poste Italiane,posta
1257221027,46.292081,11.458705,Piazza Dante - Cavalese,parcheggio
37017178,46.062525,11.125071,Borgo Rossi Via G. Ossanna,appartamentovacanze
388934086,46.300161,11.448375,via S. Tommaso - Daiano,parcheggio
121968004,46.074019,11.060518,Antica Salumeria Belli,prodottitipici
39092306,46.051567,11.128238,Biblioteca Comunale di Trento  Sede Clarina,biblioteca
64392900,46.275791,11.415255,via Tigli - Molina,parcheggio
3409385911,46.282658,11.55473,via Stazione - Ziano,parcheggio
25792391,46.07596,11.147319,Alla Veduta ***,agriturismo
998661917,46.067961,11.121514,CASSA RURALE DI TRENTO  Filiale 07 di Trento città,banca
385081729,46.289916,11.433816,Piazza Dolomiti - Carano,parcheggio
10978403601,46.097411,11.058247,LILLÀ,ristorante
64167439,46.284993,11.562326,via Roma - Ziano,parcheggio
303828165,46.309537,11.604243,autostazione - Predazzo,parcheggio
489110490,46.046459,11.171936,Maranza,rifugio
108754730,46.302763,11.456174,via Delvau - Varena,parcheggio
261664540,46.287974,11.56946,via Verdi (1) - Ziano aeropark,parcheggio
1190384889,46.093739,11.114816,Bren Center,centrocommerciale
30041304,46.271927,11.42299,via Segherie (2) - Molina,parcheggio
265593284,46.058066,11.132803,CASSA RURALE DI TRENTO  Filiale 01 di Trento città,banca
110064768,46.290138,11.460681,piazza Verdi - Cavalese,parcheggio
126605835,46.288189,11.511117,via Sottopedonda (1) - Tesero,parcheggio
83825767,46.085052,10.991113,Campi Alla Casetta ****,agriturismo
63770368,46.076509,11.019952,Al Vecchio Mulino ***,hotel
793543638,46.280596,11.434513,piazza Posta - Castello,parcheggio
30824913,46.312768,11.687467,"seggiovia Castelir, Le Fassane 2 - Bellamonte",parcheggio
964693113,46.285579,11.541576,municipio - Panchià,parcheggio
140890115,46.290843,11.464017,via Pizzegoda - Cavalese,parcheggio
1669402041,46.070585,11.124683,Borgo Rossi Via Suffragio,appartamentovacanze
364810090,46.290273,11.461734,Piazza Fiera - Cavalese,parcheggio
998661917,46.067961,11.121514,CASSA RURALE DI TRENTO,banca
44842817,45.992227,10.95022,El Belesai,bedbreakfast
882458681,46.310656,11.608738,Sporting Center - Predazzo,parcheggio
2345342898,46.020449,11.041817,Scuola Italiana Sci Fondo Viote,scuolasci
24154770,46.284556,11.47213,funivia Cermis - Cavalese,parcheggio
1364971578,46.038982,11.05688,Accademia dello Sci e Snowboard Nazionale,scuolasci
261664540,46.287966,11.569525,via Verdi (3) - Ziano,parcheggio
196379485,46.055444,11.118314,Poste Italiane,posta
9903647853,46.292518,11.446164,via Giovanelli (3) - Carano,parcheggio
1641560170,46.068191,11.121307,La Bottega degli Antichi Sapori,prodottitipici
263380183,46.326935,11.599758,funivia Latemar 2200 - Predazzo,parcheggio
1404110838,46.099792,11.112011,Oasi *,hotel
67027655,46.055005,11.12036,Comunale S.Pio X,farmacia
66615839,46.064241,11.131618,Zara,bedbreakfast
1371175988,46.051569,11.072813,Augustus **,hotel
1371175962,46.050889,11.072877,"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",souvenir
401768421,46.289975,11.510891,piazza Nuova - Tesero,parcheggio
86529494,46.01488,11.132218,Adige ****,hotel
939851135,46.067167,11.12356,Antica Salumeria Belli,prodottitipici
307993862,46.092449,11.11874,Ai solteri,farmacia
464093829,46.156841,11.158176,AZIENDA VITIVINICOLA VILLA CORNIOLE,prodottitipici
126273701,46.186783,11.258576,Famiglia Cooperativa (filiale di Scancio),alimentari
1809408736,46.117361,11.206416,Castello di Fornace,sitoarcheologico
97548138,46.1743,11.2235,ALBERGO  AL CAMINETTO,hotel
23125354,46.155727,11.159704,OFFICINA MECCANICA ROSSI ARTURO (GIOVO),automoto
259536186,46.140447,11.256796,Bar R.G. al Lago,bar
11608403670,46.183493,11.252488,Famiglia Cooperativa (Filiale di Piazzo),alimentari
261566740,46.124036,11.249076,OFFICINA AUTORIPARAZIONI SIGHEL CLAUDIO,automoto
86967968,46.088967,11.182708,DR. FRANCESCO SIMEON (CIVEZZANO),dentista
35582121,46.1286,11.2505,SIGHEL NOEMI,appartamentovacanze
832929591,46.13169,11.246749,CONAD,alimentari
832929590,46.133624,11.248194,UNICREDITBANCA SPA,banca
528355965,46.14318,11.194926,BIBLIOTECA COMUNALE DI ALBIANO,biblioteca
253576180,46.230556,11.300833,Itinerario Monte Corno,attrazionenaturale
663426458,46.112174,11.21045,OFFICINA MECCANICA ROCCABRUNA SILVANO (FORNACE),automoto
147340971,46.130638,11.204015,BAITA IMPERIALE,pizzeria
269348441,46.191544,11.259397,Bar Segonzano,bar
108867403,46.15741,11.152027,L`Organo Woerle,luogoculto
1229695692,46.127995,11.24419,BIBLIOTECA COMUNALE DI BASELGA DI PINE',biblioteca
74772728,46.188038,11.258871,Distributore Cielle,stazioneservizio
663185034,46.089893,11.182096,FARMACIA DR. BETTI (CIVEZZANO),farmacia
1060829602,46.128802,11.237832,Distributore  Avi Luca & C. Snc,stazioneservizio
102478154,46.130977,11.245748,OFFICINA FIATANESI (BASELGA DI PINE'),automoto
7379484858,46.1258,11.2441,ALBERGO 2 CAMINI,hotel
303845750,46.165075,11.204013,OFFICINA SANTONI GIAMPAOLO (LISIGNANO),automoto
4232243895,46.098591,11.236052,Calzature Carlin Luigi e c. Sas,abbigliamento
24845131,46.180679,11.263719,CHIOSCO ALLE PIRAMIDI,ristorante
102219091,46.09,11.18027,Castel Telvana,sitoarcheologico
1162752771,46.216649,11.351792,MALGA VERNERA,agriturismo
253309849,46.18037,11.23473,LA LOCANDA DEL PASSATORE,ristorante
122919173,46.160929,11.302517,CENTRALE,ristorante
74772728,46.188787,11.258545,CASSA RURALE LAVIS - VALLE DI CEMBRA,banca
269195999,46.099647,11.23604,CLARA (BASELGA DI PINE'),parrucchiera
376085841,46.1486,11.3125,IL CARDO,affittocamere
1809408736,46.117307,11.20574,MUNICIPIO DI FORNACE,servizimunicipali
1118922353,46.176346,11.211987,Caldonazzi Nicoletta,bar
167610559,46.1302,11.21425,LE TRE COLOMBE,ristorante
258446708,46.13038,11.244911,Defant Carlo,ferramenta
53795320,46.086712,11.181388,CIRCOLO ANA,negozio
552938079,46.1863,11.252055,Castello di Segonzano,sitoarcheologico
10857941804,46.13449,11.249128,DESPAR,alimentari
293233391,46.133133,11.245539,Franceschi Andrea,alimentari
490508291,46.223611,11.264444,Itinerario Masi di Grumes - Cauria,attrazionenaturale
42178042,46.174743,11.220299,CASSA RURALE DI GIOVO,banca
74772728,46.186345,11.257423,Centro Benessere Yanna,centrowellness
1236235404,46.154285,11.135871,OFFICINA MECCANICA RENAULTPIFFER LORENZO (GIOVO),automoto
269348445,46.160102,11.234496,CASSA RURALE LAVIS - VALLE DI CEMBRA,banca
97548127,46.175202,11.222485,Saint Rock,bar
1246021760,46.160221,11.234395,Bar Ezzo,bar
293233405,46.12983,11.24389,MARCELLO (BASELGA DI PINE'),parrucchiera
253327023,46.181621,11.237789,MUNICIPIO DI FAVER,servizimunicipali
74058198,46.126167,11.2353998,ALBERGO VILLA BETTY,hotel
24794537,46.125278,11.253611,Dosso di Costalta,attrazionenaturale
102478154,46.1308,11.2455,BROSEGHINI FABIO,appartamentovacanze
24794537,46.125278,11.253611,Itinerario Monte Calvo,attrazionenaturale
124336289,46.176718,11.22373,OFFICINA MECCANICA GOTTARDI ROMANI E F.LLI (CEMBRA),automoto
1218178853,46.216482,11.326995,Anesin Germano,alimentari
7624789903,46.161111,11.301944,Dosso di Segonzano - da Bedollo,attrazionenaturale
1310989310,46.1969,11.2055,Albergo al lago,bar
2967453836,46.135,11.2491,BRAGHIROLI TOMASI ALESSANDRA,appartamentovacanze
82604931,46.096111,11.23472,FRANCESCHI NADIA,appartamentovacanze
1212440287,46.196,11.207999,Lago Santo di Cembra,attrazionenaturale
433554381,46.180544,11.263855,Chiosco Bar Piramidi,bar
257231918,46.12991,11.2332869,ANESI TULLIO,appartamentovacanze
1923458359,46.126415,11.247005,DIMENSIONE DONNA (BASELGA DI PINE'),parrucchiera
42178042,46.174703,11.220088,Rosalpina,bar
4251550369,46.13,11.3213,Area Archeologica Acqua Fredda,museo
87053305,46.175304,11.220627,BIBLIOTECA COMUNALE DI CEMBRA,biblioteca
42178478,46.174888,11.219055,Chiesa di San Pietro in Cembra,luogoculto
1111954595,46.23114,11.298379,OSTERIA DEL GRILLO,ristorante
1060829602,46.1275,11.235,ANESI MARIA,appartamentovacanze
97548127,46.175202,11.222485,SAINT ROCK,pizzeria
26464274,46.108056,11.239444,Dos de la Mot,attrazionenaturale
1303559979,46.162006,11.303689,CASSA RURALE PINETANA FORNACE E SEREGNANO,banca
1203802420,46.140599,11.22129,Lago di Lases,attrazionenaturale
911805835,46.13351,11.246277,Edizioni del Baldo srl,cartoleria-libreria
1188589037,46.1647,11.3069,NATTIVI LUCIANO,appartamentovacanze
1299717583,46.133304,11.246379,ANGEL PIZZA,pizzeria
24766352,46.1441,11.2608,BORTOLOTTI LORENZO,appartamentovacanze
42178042,46.174587,11.219645,LE TERNE DI SALE,centrowellness
11641300380,46.17544,11.222072,APT Altopiano di Piné e Valle di Cembra,ufficioinformazionituristiche
26413849,46.0911,11.1833,L`Organo Bonatti,luogoculto
546185076,46.158268,11.140582,AZIENDA AGRICOLA SIMONI FERRUCCIO,prodottitipici
11971458672,46.160312,11.234491,DOLOMITI,ristorante
390634926,46.097817,11.235697,OFFICINA FIATMOSER (BASELGA DI PINE'),automoto
54175290,46.1243633,11.1806773,Lago di Santa Colomba,attrazionenaturale
258446708,46.130073,11.244584,BAR BIVIO (BASELGA DI PINE'),bar
43320736,46.160536,11.188718,B&B MARIA,bedbreakfast
537513269,46.133657,11.24747,Vecchia Segheria,bar
293233403,46.131508,11.246585,Macelleria Sighel Srl,alimentari
26122960,46.134085,11.248699,APT Altopiano di Piné e Valle di Cembra,ufficioinformazionituristiche
481455271,46.1005,11.235456,S.Giorgio,bar
528731414,46.093855,11.196924,CASSA RURALE PINETANA FORNACE E SEREGNANO,banca
253472990,46.222445,11.294544,Famiglia Coop. Grumes,alimentari
74772728,46.187511,11.258421,POLIAMBULATORIO SEGONZANO,servizisanitari
167597988,46.13097,11.21575,Chiesa di Santo Stefano,luogoculto
122919173,46.161507,11.303142,Fam.Coop.di BEDOLLO-CENTRALE,alimentari
618558173,46.107138,11.18385,CASSA RURALE PINETANA FORNACE E SEREGNANO,banca
102219048,46.088662,11.181083,EDICOLA KATIA,tabacchino
24765059,46.1333992,11.2530465,ANDREATTA ESTER,appartamentovacanze
41532412,46.221944,11.271667,AFFITTACAMERE EL CASEL,affittocamere
24794532,46.135051,11.249366,LD Arredocasa e confezioni Srl,casalinghi
870568952,46.171458,11.247789,Centro Estetica Dama,parrucchiera
261827370,46.1494088,11.2695905,ANDREATTA ONORINA,appartamentovacanze
255423481,46.088704,11.18455,SALONE HAIR CENTER (CIVEZZANO),parrucchiera
1067789596,46.221667,11.293611,SIMEONI LUISA,appartamentovacanze
1923459909,46.12722,11.249635,Bar Talpa,bar
10773693556,46.125632,11.222032,CASSA RURALE PINETANA FORNACE E SEREGNANO,banca
293233426,46.130278,11.245278,SIGHEL CRISTINA,appartamentovacanze
123631727,46.207001,11.266594,INTERNET - CAFE' BEER BAR WNOE',wifi
42691880,46.20683,11.32401,AFFITTACAMERE MASO SVESERI,affittocamere
42673395,46.172555,11.22263,SALONE ARTEPIU' UNISE DI NICOLODI CINZIA (CEMBRA),parrucchiera
832929590,46.13273,11.247403,Erspamer Irene Snc,souvenir
26122961,46.131925,11.246211,OFFICINA RENAULTIORIATTI (BASELGA DI PINE'),automoto
96686887,46.156685,11.162408,Famiglia coop. Mezzolombardo,alimentari
261827791,46.1508,11.273,ALBERGO RISTORANTE DUE LAGHI,ristorante
74772742,46.150465,11.222871,OFFICINA CASAGRANDE BRUNO (LONA-LASES),automoto
37391672,46.081499,11.196569,ANIMALSTORE,negoziodianimali
122919173,46.161289,11.302874,SALONE E PROFUMERIA,parrucchiera
25332483,46.154753,11.286777,PINETA,ristorante
835597492,46.18639,11.252451,AFFITTACAMERE LO SCALCO,affittocamere
3887526675,46.089871,11.18275,BAR STELLA,bar
26135723,46.134668,11.24909,SERRAIA,ristorante
832929590,46.1339,11.2485,ALBERGO ITALIA,hotel
2468231577,46.157005,11.153031,Enrici Giovanna,abbigliamento
293233403,46.1313,11.2463,SIGHEL SANDRO,appartamentovacanze
445468059,46.09015,11.181437,ESTETICA CRISTINA,parrucchiera
9201653,46.083337,11.199099,CENTRO MODA,abbigliamento
24998820,46.1353,11.248,ANESI GRAZIELLA,appartamentovacanze
520622911,46.1716,11.2199,ALBERGO EUROPA,hotel
1127560594,46.117023,11.205888,BIBLIOTECA COMUNALE DI FORNACE,biblioteca
404555196,46.1425,11.193056,Trekking delle cave,attrazionenaturale
1247986847,46.221853,11.316303,POLIAMBULATORIO SOVER,servizisanitari
102219048,46.088479,11.180498,ACCADEMIA DEL VINO CADELAGHET,negozio
