id,latitude,longitude,name,type,osm_id
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb41,46.064179,11.11428,Stadio Briamasco,camposportivo,24860724
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec97,46.04488,11.129751,CASSA RURALE DI TRENTO  Filiale 22 di Trento città,banca,173955985
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced93,46.065043,11.116423,TRENTO FIERE S.P.A.,mercato,268460172
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf13d,46.068883,11.121255,CHISTE,ristorante,867377383
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0dd,46.055005,11.120361,NIKY'S,ristorante,67027655
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefc1,46.089483,11.06394,alla Posta,residence,68892839
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceead,46.070588,11.111381,Comunale Piedicastello,farmacia,2591984552
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef49,46.027185,11.136261,Casteller ***,agriturismo,106168742
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceaab,46.049893,11.124869,Poste Italiane,posta,428314123
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb47,46.03849,11.058583,Scuola Italiana di Sci Monte Bondone,scuolasci,93703618
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf023,46.058385,11.122288,Sofia,bedbreakfast,3123786462
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefe7,46.075766,11.125028,La Porta della Malvasia,bedbreakfast,2365638497
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dce9e5,46.065676,11.125497,Piazza Fiera,parcheggio,3452494672
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb17,46.068676,11.121286,T&T Services Di Nguyen Thu Thuy,wifi,2304263435
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceab1,46.069092,11.118484,International Communication And Service'S M.D.,wifi,1687733849
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceea7,46.067421,11.124174,Gallo,farmacia,268429704
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb0b,46.050818,11.072727,Trento Funivie S.P.A. - Monte Bondone,funivia,1371175970
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf125,46.071188,11.125855,ALLA MOSTRA,ristorante,1768099774
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefdb,46.091812,11.184162,La Rosa Blu,bedbreakfast,39467696
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceab7,46.077333,11.124297,Chaudhry Food And Phone Center S.A.S.,wifi,2365638462
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec7f,46.006964,11.127718,Mattarello,farmacia,6239519384
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf00b,46.017383,11.105784,Prime Viole,bedbreakfast,2592001425
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefff,46.070934,11.135937,Marina,bedbreakfast,23058856
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef19,46.038625,11.05827,Prada Sport *,hotel,2263411770
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dce9cd,46.0707,11.11468,Chiesa di Sant'Apollinare,monumento,1203043006
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea15,46.041348,11.134112,Madonna Bianca,piscina,382630161
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf119,46.070986,11.12343,AMERICA  EL MERICAN,ristorante,1293893676
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf10d,46.033955,11.129333,AL MARINAIO ,ristorante,24594397
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef13,46.041015,11.059336,Alpine Mugon ****,hotel,12195193073
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb11,46.043122,11.112756,Cantine Ferrari - F.lli Lunelli,prodottitipici,2953568
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec85,46.071533,11.126296,Castello del Buonconsiglio,museo,1150232421
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebef,46.062494,11.124451,Teatro Auditorium Santa Chiara,teatro,37017178
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceff3,46.072819,11.122795,Nettuno,bedbreakfast,1639069277
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceff9,46.064622,11.123308,DUE MORI ,ristorante,1206136854
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefd5,46.14205,11.155242,AL VOLT,ristorante,176723413
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea1b,46.055983,11.129713,"Centro Sportivo ""G. Manazzin""",piscina,205074301
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf035,46.069691,11.121088,AI VICOLI ,ristorante,74502618
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dce9d3,46.069831,11.118466,Torre Vanga,monumento,73917492
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dce9d9,46.072248,11.124901,Torre Verde,monumento,1755063720
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb29,46.068391,11.124797,Trio Comunicazioni S.R.L.,wifi,574537081
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf137,46.100986,11.118995,Al Parco di Melta,bedbreakfast,2565396445
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb1d,46.037797,11.107424,Juta S.P.A.,wellness,122103283
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf131,46.038218,11.105627,Relais Villa Sizzo,bedbreakfast,25457712
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefed,46.069691,11.121088,GREEN TOWER,ristorante,74502618
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceaa5,46.058586,11.127447,Poste Italiane,posta,2185765240
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec6d,46.089313,11.131508,Martignano,farmacia,131859475
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef0d,46.097863,11.101995,Roncafort,farmacia,1359825886
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea21,46.104706,11.112894,Centro Sportivo Trento Nord,piscina,6979217136
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0fb,46.069591,11.119432,Eden,bedbreakfast,2195683493
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefcf,46.067268,11.121232,Venezia **,hotel,865298450
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceea1,46.073767,11.12491,Grandi,farmacia,6220577270
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf01d,46.067352,11.120883,SCRIGNO DEL DUOMO,ristorante,865298453
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebfb,46.039757,11.058471,Nevada **,hotel,12195225552
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea27,46.09139,11.117187,Palazzo Onda,parcheggio,1163921667
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb23,46.094022,11.131381,Maso Bergamini,prodottitipici,27168509
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea0f,46.066547,11.115186,Duomo,parcheggio,43924940
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec79,46.066873,11.121001,Cattedrale di San Vigilio,monumento,1156445057
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf029,46.069691,11.121088,LA CANTINOTA,ristorante,74502618
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef25,45.993213,10.97172,dott.Folgoresi Paolo,farmacia,6706268
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf11f,46.090763,11.137347,Al Vigneto **,agriturismo,572680587
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefe1,46.070791,11.123888,AL VO,ristorante,1633007266
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec73,46.10611,11.108828,Gardolo di Renato Brandolani,farmacia,307407922
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf041,46.10205,11.108711,La casa di Maria Carlotta,bedbreakfast,1236077475
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0b3,46.082799,11.116216,Casa Pompermaier,bedbreakfast,7723612025
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf047,46.00625,11.136672,TORREFRANCA,ristorante,780481329
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0ad,46.069691,11.121088,IL CAPPELLO,ristorante,74502618
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0b9,46.068916,11.122541,FORST,ristorante,930616203
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf02f,46.064241,11.131618,Rosagalina,bedbreakfast,66615839
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0a1,46.067966,11.118869,IL SIMPOSIO,ristorante,1687770919
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf053,46.060886,11.127754,Anna,bedbreakfast,1264896490
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0a7,46.078295,11.103798,Doss Trento,bedbreakfast,810788545
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee05,46.063177,11.113539,Palazzo delle Albere,museo,24875310
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf059,46.069413,11.126516,OSTERIA DA GUIDO,ristorante,1366801126
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb05,45.980768,11.091773,Cantina Aldeno,prodottitipici,474970456
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced09,46.059068,11.120149,Mercato del Contadino,mercato,2556494830
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced03,46.071146,11.120438,Mercato del Contadino,mercato,950503825
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef07,46.074872,11.058361,Sopramonte,farmacia,121967969
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef01,46.040717,11.110908,Dott. Betta,farmacia,25215957
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf03b,46.0657,11.123022,AI TRE GAROFANI,ristorante,853802730
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0d7,46.069881,11.15035,Le Ziette,bedbreakfast,7065776426
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee17,46.021268,11.127047,Museo dell'Aeronautica G. Caproni,museo,3996181
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefa9,46.051187,11.111769,Sporting Trento ***,hotel,3110555132
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcefa3,46.07352,11.103739,San Giorgio della Scala ***,hotel,1212946052
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0d1,46.057736,11.112491,OLYMPIC,ristorante,3669344298
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf065,46.075252,11.137725,4 STAGIONI,ristorante,26627910
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf14f,46.075766,11.125028,La Malvasia,bedbreakfast,2365638497
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0cb,46.078373,11.131349,Alle Coste,bedbreakfast,144908724
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee11,46.072694,11.112928,Museo Storico delle Truppe Alpine,museo,43925775
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf04d,46.069691,11.121088,ROSA DORO,ristorante,74502618
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee29,46.026457,10.960092,Mina,agriturismo,14974935
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf071,46.019599,11.107435,Casa dellAlbicocco,bedbreakfast,25090806
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0c5,46.078808,11.11828,EVEREST,ristorante,75614546
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee23,46.04232,11.006337,Casa Olimpia,bedbreakfast,820666430
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf077,46.05941,11.127653,Casa Elisa,bedbreakfast,910573080
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf0bf,46.057121,11.153097,Ca Bianca,bedbreakfast,100269153
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee0b,46.072694,11.112928,Mausoleo Cesare Battisti  Doss Trento,monumento,43925775
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf05f,46.073427,11.124626,Buonconsiglio,bedbreakfast,24860487
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf15b,46.067065,11.1636,Ada2,bedbreakfast,36885756
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee41,46.066404,11.123421,Palazzo Roccabruna - Enoteca provinciale del Trentino,museo,1001225566
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec0d,46.001799,11.085583,Laghetto ***,hotel,70439850
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced21,46.033933,11.004701,Floriani ***,hotel,172012373
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea75,46.054177,11.135225,Residenza Gocciadoro,appartamentovacanze,1271817895
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf09b,46.070127,11.119711,DUO,ristorante,23058904
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec25,46.078527,11.122867,CASSA RURALE DI TRENTO  Filiale 02 di Trento città,banca,1640507707
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced0f,46.112204,11.046929,Le Vallene ****,agriturismo,10959297453
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee2f,45.97613,10.97928,Campo Fiorito **,agriturismo,71712116
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced1b,46.066836,11.120642,Mercato settimanale,mercato,557197352
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee3b,46.019617,10.984493,Dosila ****,agriturismo,702158101
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea6f,46.067904,11.125848,Residenza Galileo,appartamentovacanze,1073656740
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceca3,46.088598,11.121165,CASSA RURALE DI TRENTO  Filiale 18 di Trento città,banca,1276868946
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced27,46.046988,10.952119,Ideal ***,hotel,10905526284
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceba1,46.050822,11.072705,Studio 1,discoteca,1371175970
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee47,46.062526,11.113808,MUSE - Museo delle Scienze,museo,213521363
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf08f,46.06745,11.12088,TEX-MEX RESTAURANT CUEVA MAYA,ristorante,72832367
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceba7,46.069691,11.121088,La Cantinota,discoteca,74502618
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea87,46.043697,11.136582,Collina appartamenti,appartamentovacanze,441401000
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee1d,46.078486,11.000055,Al Borgo,bedbreakfast,51547879
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea81,46.068332,11.127067,Residenza PortAquila,appartamentovacanze,5595169611
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec13,46.001956,11.085328,Miramonti ***,hotel,70439885
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceca9,46.064877,11.123262,CASSA RURALE DI TRENTO  Filiale 13 di Trento città,banca,269193730
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecb5,46.091734,11.105054,CASSA RURALE DI TRENTO  Filiale 08 di Trento città,banca,224636692
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec19,46.056672,11.120206,CASSA RURALE DI TRENTO  Filiale 03 di Trento città,banca,2607250269
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea7b,46.070648,11.111976,Residenza Piedicastello,appartamentovacanze,2591984550
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebb3,46.075654,11.118237,Poste Italiane,posta,431622345
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced15,46.067167,11.12356,Mercato dei Prodotti Alimentari,mercato,939851135
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee35,46.080033,10.991864,La Fattoria ***,agriturismo,83834618
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea99,46.103108,11.110538,Residenza Al Parco,appartamentovacanze,6342878357
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb95,46.001008,11.086031,Biblioteca Comunale di Garniga Terme,biblioteca,70439850
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced45,46.027558,11.045175,Dolomiti Chalet Family hotel ***,hotel,93670030
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf07d,46.065072,11.113966,SAPORI MEDITERRANEI,ristorante,2467486946
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee65,46.067474,11.121946,Torre Civica,museo,24785843
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef9d,46.080888,11.043555,Terme San Leonardo ***,hotel,691266886
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec01,46.051062,11.072427,Orizzonte ***,residence,93732959
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea93,46.122042,11.09206,Residenza Antonella,appartamentovacanze,112579061
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec07,46.037776,11.056135,Cielo Aperto ***,residence,2455219
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceded,46.041486,11.004835,Piccolo Principe ****,hotel,1241749176
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf095,46.009913,11.138838,Villa Bertagnolli,bedbreakfast,22327486
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecc1,46.053007,11.124232,CASSA RURALE DI TRENTO  Filiale 06 di Trento città,banca,37287626
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcedf9,46.068504,11.119183,Chiesa di Santa Maria Maggiore,monumento,8808531439
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb8f,46.085279,11.118651,Bonvecchio Associati & C. S.A.S.,wifi,1773068085
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecaf,46.074083,11.146586,Relais Villa Madruzzo ****,hotel,81846322
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea8d,45.995601,11.126269,Karinhall,appartamentovacanze,28425557
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecbb,46.068303,11.056526,Relais Vecchio Maso ****,hotel,121967941
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf06b,46.01735,11.10604,Casa Brunelli,bedbreakfast,12004034885
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef8b,46.113237,11.11326,Maso Villa Warth ***,agriturismo,528449200
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced33,46.018126,10.947414,Pietra Rara ****,affittocamere,820638089
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee53,46.067474,11.121946,Museo Diocesano Tridentino,museo,24785843
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecc7,46.066316,11.154153,Comunale Povo,farmacia,288917447
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef97,46.081945,11.102854,Vela ***,hotel,657200061
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb9b,46.078544,11.000133,Biblioteca Comunale di Vezzano,biblioteca,51547879
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf083,46.06957,11.119456,Centro,bedbreakfast,1369533421
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee4d,46.069454,11.123448,S.A.S.S. - Spazio Archeologico Sotterraneo del Sass,museo,430690363
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecd3,46.142265,11.103669,Sartoris ****,hotel,176702875
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced2d,46.030487,10.958814,Doss dei Pini,bedbreakfast,234007068
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef91,46.045056,11.121478,Le Giare **,agriturismo,744399496
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcedff,46.068418,11.12128,Galleria Civica,museo,975288350
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee59,46.069981,11.123334,Museo della S.A.T. ,museo,11641332804
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf089,46.067225,11.120036,A LE DUE SPADE,ristorante,1110127
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced39,46.051062,11.072427,Zodiaco ***,hotel,93732959
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea9f,46.071743,11.12277,Poste Italiane,posta,558628462
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcecd9,46.061551,10.990252,Bressan *,hotel,69023599
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb77,46.073662,11.120245,Stazione dei Treni - Trento - Malé,stazionetreni,867377128
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceaff,46.045153,11.128083,Radio Taxi Trento,taxi,908484133
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcedcf,46.110753,11.047959,Laghi di Lamar **,camping,10961330218
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceee3,46.067339,11.120865,Dall'armi,farmacia,1521825040
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec67,46.035116,11.126162,Al Marinaio ***,hotel,1216503632
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebcb,46.067767,11.112756,Poste Italiane,posta,71520524
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcede7,46.013535,11.084722,BergwanderHaus,affittocamere,181128648
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb71,46.069664,11.121003,Biblioteca Comunale di Trento  Sede centrale,biblioteca,249701997
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec61,46.072428,11.139525,Comunale San Donà,farmacia,668463348
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceccd,46.0731,11.126414,Albermonaco ***?,hotel,91501551
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcede1,46.024443,10.959801,AI Masi ****,agriturismo,83863455
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced63,46.097345,11.04517,CASSA RURALE DELLA VALLE DEI LAGHI  Filiale di Terlago,banca,1203876948
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef7f,46.10594,11.108679,Capitol,residence,9972443141
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee83,46.058436,10.9809,IL GIARDINO DELLE SPEZIE,ristorante,1115140733
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea33,46.057323,11.113609,Monte Baldo,parcheggio,24441737
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcf101,46.065583,11.122052,ORSO GRIGIO,ristorante,1062772098
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebe9,46.062494,11.124451,Teatro Cuminetti,teatro,37017178
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2617,46.290531,11.465401,viale Dolomiti - Cavalese,parcheggio,316389198
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2661,46.309922,11.446894,campo sportivo - Daiano,parcheggio,33889542
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcec5b,46.071124,11.124129,America ***,hotel,364822145
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd26dc,46.312575,11.686351,"seggiovia Castelir, Le Fassane 1 - Bellamonte",parcheggio,167096836
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceecb,46.063744,11.123622,S. Chiara,farmacia,1765153178
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee89,46.039756,11.058479,NEVADA,ristorante,12195225552
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd24ed,46.274078,11.416885,via Weber- Molina,parcheggio,108785423
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea39,46.07658,11.111152,Area ex Zuffo,parcheggio,24915127
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebe3,46.053261,11.131301,Poste Italiane,posta,3318400861
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd244d,46.285676,11.46529,via Cermis - Cavalese,parcheggio,25163770
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced69,46.000874,11.086009,"Azienda per il Turismo Trento, Monte Bondone, Valle dei Laghi",souvenir,70439850
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dceed7,46.067906,11.12293,Santoni,farmacia,557197357
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2560,46.30818,11.598246,via Barbieri - Predazzo,parcheggio,27662016
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd26e7,46.305379,11.458331,via Alpini (2) - Varena,parcheggio,396222469
it.trentour.domains.core.PointOfInterest.52af11281512e121e8dd2417,46.301221,11.452248,via al Cervo - Daiano,parcheggio,24310654
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2455,46.273262,11.416435,piazzza Italia - Molina,parcheggio,27368455
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcee7d,46.02325,11.038169,RIFUGIO VIOTE,ristorante,1886935426
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd25ef,46.34086,11.538218,"seggiovie Agnello, Latemar - Pampeago",parcheggio,230751467
it.trentour.domains.core.PointOfInterest.52af11281512e121e8dd23d2,46.272536,11.417111,via Segherie (1) - Molina,parcheggio,44057981
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2607,46.279996,11.434202,via Roma - Castello,parcheggio,1411606874
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2447,46.288507,11.461356,parco della Pieve - Cavalese,parcheggio,975242535
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcea2d,46.046029,11.120556,Ghiaie (via Fersina),parcheggio,1223305705
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dced5d,46.07595,10.996899,CASSA RURALE DELLA VALLE DEI LAGHI  Filiale di Vezzano,banca,10883130743
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcece5,46.058905,10.97911,Miralaghi **,hotel,60231195
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef85,46.094022,11.131381,Maso Bergamini ***,agriturismo,27168509
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2672,46.312938,11.59993,corso De Gasperi - Predazzo,parcheggio,400435242
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceb6b,46.050818,11.072727,Maestri di Sci Azzurra Monte Bondone,scuolasci,1371175970
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd243b,46.287856,11.462801,piazza Autostazione - Cavalese,parcheggio,1006681482
it.trentour.domains.core.PointOfInterest.52af10f21512e121e8dcef79,46.067882,11.152011,Ponte Alto*****,agriturismo,24392582
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dce9f1,46.075241,11.122385,Centro Europa,parcheggio,75601412
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd25e8,46.29628,11.785378,Cimon - Passo Rolle,parcheggio,98184588
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dcebdd,46.073736,10.997529,Teatro Valle dei Laghi,teatro,10889024341
it.trentour.domains.core.PointOfInterest.52af10f11512e121e8dceaed,46.069568,11.115417,Funivia Trento - Sardagna,funivia,775556640
it.trentour.domains.core.PointOfInterest.52af11291512e121e8dd2702,46.292748,11.443278,via Giovanelli (2) - Carano,parcheggio,461609182
